label,text
7,The company is now withdrawing the second part  EUR  mn  of the investment commitment 
7,The company is presently examining whether the project would be financially feasible 
7,The company is studying the feasibility of focusing most of its processed meat production in the Vantaa facilities and the processing of fresh meat in the Forssa facilities 
10,The company s strength is its Apetit brand 
7,The company said shareholders will be able to vote on the agreement at an EGM scheduled for later this month 
7,The company specialises in temporary electrification and heating at construction sites 
10,The competition was received with great enthusiasm by the employees  he goes on 
7,The cooperation will involve Arena Partners buying a   share of the new joint venture company  operating in Alma Media s home sales  vehicle and consumer advertising marketplace businesses 
7,The deliveries started in April  and will be completed in  
7,The desk will reach its full planned strength of ten persons in autumn  
7,The dividend is payable on February    to shareholders of record on January    
7,The dividend will be paid on April    to each of the shareholders who on the record date of April    have been entered in the list of shareholders kept by the Finnish Central Securities Depository Ltd 
10,The effect of the savings will be noticeable as of the beginning of  
7,The effect of the savings will be noticeable from the beginning of  
7,The endtoend delivery combines the competencies and services from TietoEnators Telecom  Media  Processing  Network and Digital Innovations Business Areas 
7,The EUR  million nonrecurring expenses have been recorded for the third quarter 
7,The event can be followed online via Orion s Finnish homepage at wwworionfi as well as via the Kauppalehti Live web service at wwwkauppalehtifilive 
7,The Extraordinary General Meeting is expected to take place no later than  February  
7,The first installment of the Cinema Series concludes with a profile of Finnish inventor Olavi Linden  whose personal artistic journey and work at Fiskars has led to dozens of design awards 
7,The first of the two project phases is expected to be completed by the end of  
7,The group also plans to launch the  room Atria Grand  Whitefield  a five star luxury hotel  in  
7,The group intends to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars  in the east of the country  where it already operates a hook manufacturing and distribution unit 
7,The Group owns and operates a fleet of more than dwt  while container capacity is  TEUs  and manages a diversified fleet of its own railway rolling stock of over  units 
7,The handset also features a Media Bar for quick access to favorite media and applications  including music  photos  YouTube or Ovi Share 
7,The Hayward  Califbased target designs active  casual and dress footwear  as well as boots and sandals 
7,The important thing now is to keep the bank s existing  customers 
7,The Innova  building will be located close to downtown  in the immediate vicinity of Paviljonki and the travel center  and within walking distance from the heart of the city thanks to the trade fair bridge 
7,The interchange of EditorsinChief is a part of publisher s goal to enhance job circulation in all personnel groups 
7,The joint venture is planning a quick timetable for negotiating the lease of the potential wind farm areas and for charting the feasibility of the wind farms 
7,The Kyroskoski investment is to be completed in late  and the Ænekoski investment in the spring of  
7,The Lemminkainen Group  headquartered in Helsinki  Finland  operates in all sectors of the construction industry  civil engineering  building contracting  technical building services and the building materials industry 
7,The Lemminkainen Group  headquartered in Helsinki  Finland operates in all sectors of the construction industry  civil engineering  building contracting  technical building services and the building materials industry 
7,The Marubeni Group focuses on creating  value chain  from upstream to downstream  encompassing a wide variety of business fields  including oil  gas  metals  mineral resources  foods  pulp  paper and chemicals  among others 
7,The most interesting export markets will be Russia  the Baltic countries and Scandinavia 
7,The most popular mobile data services are email  surfing the internet  as well as news and weather services 
7,The new B shares carry the right to dividend and other shareholder rights with effect from today 
7,The objective of the St Petersburg office is first to boost the Company s maintenance business 
7,The office space will rise above the remodeled Cannon Street underground station 
7,The official opening of the office  located in Prague  will be celebrated on May  
7,The oil shale feedersupply solution will deliver crushed oil shale to the shale oil refinery already in operation as well as to the novel Enefit shale oil technology processing plant 
7,The operator is one of  operators to have been granted a WiMAX license in Taiwan  and hopes to be the first to launch commercial services in early  
7,The opportunity will be available only for few employees  however 
7,The order includes a steel frame  loadbearing roof structures and partition wall elements  and Rautaruukki said it expects to complete installation as early as May next year 
7,The Oxyview Pulse Oximeter is a common device to check patient bloodoxygen saturation level and pulse rate 
7,The plant would use palm oil certified by the Roundtable on Sustainable Palm Oil  RSPO  
7,The port operator  however  favors retaining the port fees in   citing the owner  the governemtn of Estonia  commiting the port to pay EEK mn  EUR  mn USD  mn  in dividends to the state in  and another EEK mn in  
10,The price for logs has clearly improved from  and also the price of pulpwood has gone up 
7,The product s frontedge folding maximizes weather resilience and enables a seamless roof finish 
7,The program included operational improvements and reductions in personnel  mainly in the Netherlands 
7,The project is expected to be completed in  
7,The reason for this is St Petersburg status as a capital  one of the participants in the meeting quoted Chikunov as saying 
7,The report goes on to provide detailed profiles of ten leading European specialty chemicals companies  and brief profiles of other major players 
7,The report profiles  companies including many key and niche players worldwide such as Black  Decker Corporation  Fiskars Corporation  Fiskars Brands  Inc  Husqvarna Outdoor Products Inc  KS Group  Ryobi Technologies  Inc  The Scotts MiracleGro Company  and Van Group  Inc 
7,The Russian government will contribute   of the necessary funds  he said 
7,The sale will allow Campofrio to focus on its recently announced takeover of Groupe Smithfield Holdings  the European unit of Smithfield Foods Inc  SFD  of the US
7,The scope of the project is to find the most costefficient method for phosphorous removal and to deliver the storing and dosing equipment  which can be used in continuous operation at the plants 
7,The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones 
7,The service developed by Digia facilitates the work and resourcing of health care personnel during vaccination campaigns while providing them with monitoring and management tools 
7,The share of the share capital of both above mentioned shareholders remains below   
7,The shares carry a right to dividend and other shareholder rights as from their registration with the Finnish Trade Register 
7,The shares shall be repurchased through public trading  for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders 
7,The shipyard hopes the regional government in Andalusia can offer its some form of financial support 
10,The shopping center will have a prime location right next to the Myllypuro metro station 
10,The solutions will be used for upgrading the networks of a Russian MSO in  different cities in Russia 
7,The StoneGate product family was designed to provide the full benefits of a unified management system including shared logging  reporting and auditing 
7,The subsidiary is setting up a facility for manufacturing highdensity interconnection printed circuit boards or PCBs at Nokia s special economic zone at Sriperumbudur near Chennai 
7,The subsidiary will be responsible for filter sales  local assembly of filters and after market services in China 
7,The total number of shares in the company will be  Innofactor group Innofactor offers its customers comprehensive solutions in the Microsoft environment 
7,The total value of the project is valued at SEK bn  EUR  bn USD  bn  
7,The trade is in accordance with the agreement announced on  March  
10,The training modules aim at strengthening the public accounting abilities and fulfilling communal project management 
7,The transaction is expected to be completed next spring 
7,The trucks feature an Eco Drive system  a fuel measuring tool which stores data particular to individual drivers 
7,The veneer and plywood industry in Sweden is quite small despite the raw material resources 
7,The writing and publication of LemminkÆinen  s history is a continuation of earlier collaboration between Antti Tuuri and the company 
7,These products include Personal Communications products such as mobile phones and their parts  Home Communications products such as settop boxes and electronics for flat panel TVs as well as Communications Networks products such as basestations  towertop amplifiers  and microwave systems 
7,They re in a race with Google to get lots of users onto their service as social networking creates new business models  said Martin Garner  a Londonbased analyst with CCS Insight 
7,This beauty is an updated version of her chichi loop shade launched in  
10,Through this transaction we are able to participate in developing the industry 
7,Thus the group s balance sheet will have about EUR  m of goodwill  the company added 
7,To check them out or to make a bid they will be in the Deka Showroom  Fortitude Valley 
7,Tracker G is a GPS collar for hunting dogs allowing to monitor the dog s position and movements with a map application for mobile phones 
7,Ulefos Group is the leading supplier of manhole covers in the Nordic countries 
10,Upgrades include a five megapixel camera  voice control  and what looks to be an optical mouse instead a Dpad  an upgrade clickhappy S has needed forever 
10,UPMKymmene is one of the world s leading printing paper producers with production in  countries and a sales network covering more than  companies 
7,Uponor has initiated actions to attempt to recover the cost of the replacement program from the supplier of the clamps as well as its insurance company 
7,Uponor maintains its fullyear guidance for  
7,Utah s capital wanted to be the next US headquarters of Amer Sports Corp  a skiequipment company 
7,Vaisala Oyj Stock exchange release  klo      The Annual General Meeting of Vaisala Oyj decided on March    to approve the Company s annual accounts for  
7,We are pleased to invite you to join Mreal s international conference call at  pm EET 
10,We warmly welcome him to Satama   states Jussi Lansio  chairman of the Board 
7,Veracel is preparing an appeal in the issue and has asked the court for clarification of the judgement 
7,What would you like to see changed on Nokia s next attempt 
7,When completed  the meter Watchtower will be the highest building in Ireland 
7,Viking will pay EUR  million for the new ship  which will be completed in January  
7,With the Basware Connectivity services  companies gain visibility to an audit trail that can be traced from order to goods delivery and invoice 
7,wwwcountryelementscouk Designed by Patricia Burt  this is just one of a selection of distinctive hooked rugs created with recycled materials and dyed natural dyes 
7,You are warmly welcome 
7,Approval by shareholders of Cencorp in accordance with Finnish law 
7,Tikkurila has an interesting growth strategy  which we support 
7,ASSA ABLOY Kaupthing Bank gave a  neutral  recommendation and a share price target of  crowns     euro on Swedish lock maker Assa Abloy AB 
10, Ruukki has experience of logistics construction  competence in project management and also has the best references in terms of steel frame production and installation   says Onodi Stefan  General Manager of Arxikon Construction Company SRL  which is Ruukki s customer 
7, The investment in MatkaVekka has been reasonable for investors in CapMan funds  
7, As a part of the Eseries business promise  the Nokia E has been equipped with a variety of email solutions in a small and stylised package   said Dave Grannan  general manager  Enterprise Solutions  Nokia 
7, As defences mature  attackers develop Trojans that are equipped with content filters to detect online banking activity for capturing account details using methods such as form grabbing  screen shots  video captures  keylogging and injection of form fields 
10, I warmly welcome Michael Frei to Outotec 
7, Nokia is just interested in bring Nokia to the market  
7, Our aim is to understand different traffic patterns based on the use of each building 
7, Our approach is very much to only use raw materials that are produced in line with the principles of sustainable development 
7, Our Vaalipalveluservice was especially developed for use by communities and organizations 
7, Rapala is excited to be partnering with RBFF and other industry leaders on this holiday promotion  
7, Small well targeted acquisitions have played an important role in executing Satama s strategy in the past couple of years 
7, Social networking and locationbased service trends comprise a significant share of the Internet traffic today and are appealing to MID users 
10, The acquisition of Sampo Bank makes strategic sense for DB   says Lindsey Liddell  director of Fitch Ratings s Financial Institutions Group 
7, The bond gathered subscriptions from some  investors and the issued amount can be considered substantial taking into account the main target group  retail investors   Citycon CFO Eero Sihvonen said 
10, The CHF is a great product 
7, The flex is a small price to pay for happy lenders  
7, The industry is coming to an interesting fork in the road as both handset manufacturers and wireless carriers attempt to serve as the portal for Webbased service to your wireless handset   he wrote 
10, The Intel Atom processor has had tremendous success in the marketplace since its launch over  years ago   said Pankaj Kedia  director of global ecosystem programs for Intel Corp s Ultra Mobility Group 
7, Tom Doring has a long and successful career in the drives business  and he knows the American market 
10, We have significant experience in smartphone functionality  in the development of mobile Internet services  and in uniting the two into a smooth user experience 
7, With this new version it is very important for us to introduce a BIM process that is based on the detailed building information model 
7, Dinner The conference program can also be viewed as a live audio webcast through the internet pages at wwwcityconcom 
7,G data subscribers are also helping to maintain these growth levels  since dataonly subscriptions push for more multiple SIM ownership 
7, October   Finnish paints and coatings company Tikkurila Oyj HEL  TIKV announced today the launch of Tikkurila ProHouse method for protection of wooden surfaces via treatment with Ultra Pro waterborne products 
7,A CUT ABOVE Bring the outdoors in with these birchbranch coasters 
7,A downloadable instruction sheet  instructional video  and project ideas for the awardwinning Everywhere Punch TM Window System can be found at wwwfiskarscom 
10,A new Kveyt light variety of Suomalainen Pekoni marketed under the Atria brand name is now available to consumers in Finland 
7,A PLUMBING business has announced it is sponsoring a professional darts player 
10,A realignment of interests in the sector is clearly under way 
7,A Le Coq Special was developed for the bicentenary of the company and the trade mark  the brewer said 
7,Estimations indicate that even up to  different tablet computers or reading devices will be available in  
10,Finnish construction company YIT Corporation is planning to build about  highquality holiday homes near the Tahko ski and spa resort  in Finland 
7,After piloting  the instrument will be further developed according to the experiences gained 
7,And when it has lifted the veil on the various types of customer for which it designs its phones  the result is social stereotyping taken to a fine art 
7,Another noticeable thing is that the search for Tata and Airtel brands was mostly related to  broadband connections  
7,As an overall effect of the abovementioned measures Glaston will recognize nonrecurring expenses of EUR  million in the fourth quarter of  
7,Aspo has also investigated the sales opportunities of Kaukomarkkinat s electronics business 
10,At a press conference  Lattelecom board chairman Nils Melngailis explained that Blackstone had been chosen for its experience in the IT sector as well as its financial strength 
7,At the beginning of the subscription period on May    the share subscription price under B option right is EUR  per share 
7,Back then  Tikkurila s former owner  Finnish chemicals company Kemira Oyj HEL  KRAV  distributed an   stake to Kemira shareholders to facilitate the divestment and listing of Tikkurila 
7,Based on negotiations with personnel  some   have indicated their willingness to move to the new location 
7,BG Crane has a strong customer base in the onroad load handling and related installation and service businesses 
7,Both Mr Walden and Mr Ignatius will be responsible also for the newspapers  business result 
7,Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services 
7,Cathay Forest s strategy is to develop sustainable  regenerative forest assets 
7,Changes to the asbuilt models from the design were communicated to the subcontractors to accommodate them into the steel and GRC glass reinforced concrete fabrication process 
7,Chargers manufactured under the new platform are suitable for mobile phones  navigators  digital cameras  Bluetooth head sets  media players and other electronic devices 
10,com  and we are constantly planning new ways to serve our customers online on a more comprehensive basis   says Matti Leminen  President of Anttila Oy 
7,Currently  YIT builds a housing estate Zapadnye Vorota  square metres in the city and a house  square metres  which will be completed at the end of  
7,Customers in a wide range of industries use our stainless steel and services worldwide 
7,Delivery will start immediately in June  and will be completed in  
7,Demonstrations of the broad capabilities of the Mobility Business Suite will be organized during the GSM World Congress in Barcelona  from February th to th 
7,Each option right entitles the holder to subscribe for one new share at a subscription price of EUR  during the subscription period which ends on  December  
7,Elisa will expand the use of this technology provided the pilot proves successful 
7,Elite Residence Tower  a new development by Tameer  is located at the heart of Dubai Marina 
7,Europe needs  new large paper machines 
7,Exel wants to serve its industrial customers with individual products 
7,Finnish bank Pohjola Bank Plc HEL  POHS said today that it will issue a EUR  million USD  m indexlinked bond  Pohjola Tutkimuksen Tahdet VIII Pohjola Research Stars VIII  on October    
7,Finnish diversified holding company Aspo Oyj said on September    that it will sell the Finnish tape business of its Kaukomarkkinat unit to local Oy Telpak Ab 
10,Finnish retailer Stockmann has won approval from the board of Swedish rival Lindex for a public tender offer with the aim of expanding the companies  presence in Russia and other CEE countries  Stockmann said Monday 
1,Finnish software and hardware developer Elektrobit Oyj HEL  EBGV  or EB  said today it will temporarily lay off up to  people for a maximum of  day in Finland  aiming to achieve cost savings of EUR  million USD m in the second half of  
7,Following the impact  the Altima hit a utility pole  causing a live electric line to fall onto the roadway 
7,From Merisatama to the far corners of the world Asfaltti Osakeyhti LemminkÆinen was established in  by a group of master builders in Helsinki as a specialist business and subcontractor 
7,FSecure  a developer of security solutions as a service through Internet Service Providers and mobile operators  announced results from its annual Online Wellbeing Survey 
7,Further concrete cooperation is also carried out through various projects  doctoral theses and diploma dissertations 
7,Furthermore  the company will sell the warehouse and office buildings in Loudeac and Saint Marcel and lease new joint premises for these operations in Morvillars 
10,Handelsbanken ranked before Local Cooperative Banks and Aktia in customer loyalty this time too  however 
7,He is resting comfortably and is looking forward to getting back to work  
7,If the employee leaves the company within the duration of the cover  the money invested to ensure commitment is returned to the company 
7,In   Kemira recorded revenue of approximately EUR  billion and had a staff of  
7,In accordance with the terms and conditions of Alma Media s  option program  the share subscription price for the A option rights was EUR  per share and the book countervalue EUR  per share 
7,In addition to supplying a new headbox and a modern sizing and coating unit  Vaahto Group will provide erection supervision  training and startup services 
7,In Finland  Martela offers a comprehensive service that can cover the entire process of change from initial inventory and design to removal and maintenance 
7,In Finland  the corresponding service is Alma Media s Etuovicom  Finland s most popular and best known nationwide online service for home and property sales 
7,In PenttilÆ s vision  the most important reason for the transaction is Russia 
10,In recent months  Capman has taken significant steps to simplify its operations  CEO Lennart Simonsen said 
7,In stead of being based on a soft drink  as is usual  the Teho energy drink is made with fresh water 
7,In the Baltics  the merger of the businesses of the two is expected to be completed in early  
7,In the next few years  the ICT sector s share of electricity consumption will be raised by the increase in the popularity of smartphones 
7,In the video above Marimekko s design manager  Noora Niiininoski  explains that the brands are a natural fit for each other because they both have a timeless style 
7,It also confirmed its earnings guidance for the whole  issued in its report for the whole  
10,It also has strong assets in electronic media  employing  an increase of  percent on last year 
7,It is handpainted resin with real  trebles and is cm long by cm deep from top to bottom of the middle hook 
7,It is part of the development of the worldclass magnetite deposit at Karara  which has the known potential for over  million metric tons of annual processing of magnetite over its estimated year life 
7,It is the last smartphone running Maemo   which is to be replaced with MeeGo  a joint project between Nokia  Intel and the open source community 
7,It makes a wide range of mobile devices with services and software that enable people to experience music  navigation  video  television  imaging  games and business mobility 
7,It offers advanced machinery maintenance and process development services to the pulp and paper industry in Northern China 
7,It operates under three distinct brands  United Supermarkets  Market Street and United Supermercado 
7,It s an area that is highly valued  because most of the land there has already been built on 
10,Kaido Kaare  general director for Atria Eesti  says the company s investments in the upgrade of the pig farms surpass EEK mn EUR  mn USD  mn in the past years 
7,Kaukopartio Oy has acquired specialized knowledge in Far Eastern operations  and industrial sourcing services are their core competence 
7,Kaupthing Bank will publish its annual results for  before markets open on Thursday  January 
7,LONDON AFX  UK and European brokers  recommendations issued today  as collated by AFX News from a range of market sources 
7,LONDON ICIS  Tikkurila has completed the sale of its powder coatings business to Finnish industrial coatings firm Teknos Group  the Finlandbased decorative paints company said on Wednesday 
7,The fine print is here 
7,M and a Master of Business Administration MBA 
7,Martela is a front runner in providing innovative solutions and customer service Martela designs and supplies interior solutions for working environments and public spaces 
7,More than  special events in the three counties during four months were hosted by the library system and its nine branch libraries 
7,Ms Laakso will be responsible for HKScan s HR functions and for their development in all of the Group  smarket areas 
7,NetCom expects to complete Turbo G deployment in these areas this year 
7,New Delhi  July   Sahlberg Teppo  Kallio Timo and Mustonen Tuomas of M Real OYJ  Espoo  Finland have developed novel markings and methods of producing the same 
7,Nokia Siemens Networks provides mobile and fixed network infrastructure  communications and networks service platforms  as well as professional services  to operators and service providers 
10,Nokia will continue to invest in future development of Qt for the benefit of all users  both Commercial and LGPL 
7,Nokian Tyres  tyres are considered genuine winter tyres in Russia 
7,Of these shares  are held by the Company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to  
1,On the other hand  Finnish sawmills  production has decreased even more 
10,One of the installed elevators will be a doubledeck elevator  which enables more efficient use of the building s core space 
7,One of the opportunities would be to bring all Baltic meat processing to Rakvere  like processing was concentrated at the Vantaa meatpacking unit in Finland  the paper wrote 
7,Outotec s scope of delivery covers the engineering  supply of special equipment and services for a calcination plant with two circulating fluid bed calciners 
7,Outotec s scope of delivery includes design  basic engineering and supply of proprietary equipment for a sinter plant with a grate area of  square meters 
7,Participants at any of the book discussions or other special events  or visitors to the car dealership were eligible to enter the drawing for the  silver  fourdoor Altima 
7,Peigs wwwpeigsse will become part of Sardus Latta Maltider Light Meals unit 
7,Pharmaceuticals  Belgium This brandnew market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Belgium 
7,Pharmaceuticals  Czech Republic This brandnew market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Czech Republic 
7,Pharmaceuticals  Italy This brandnew market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Italy 
7,Pharmaceuticals  Netherlands This brandnew market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Netherlands 
7,Pharmaceuticals  Poland This brandnew market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Poland 
7,Pharmaceuticals  Spain This brandnew market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Spain 
7,Product coverage  baked goods  biscuits  breakfast cereals Data coverage  market sizes historic and forecasts  company shares  brand shares and distribution data 
7,Pulkovo park will be ready in   its first stage of  sq m will be finished in the first quarter of  
7,Quality chargers under CHARGZ brand are sold in selected retail stores and other sales locations worldwide 
7,Rapala VMC Corporation Rapala  a leading fishing tackle and sporting goods manufacturer and distributor  is the main owner of Peltonen with its   shareholding 
7,Remote Phone Management demonstrates SysOpen Digia s unique endtoend offering for operators  handset manufacturers and enterprise customers 
10,Renzo Piano s building design will be a wonderful addition to London s skyline   says Noud Veeger  EVP and Area Director for Central and North Europe at KONE 
7,Reporting in accordance with the merged business operations will start as of January    
7,RusHydro has an agreement to transfer its stakes in OESK and the five ERCs into the trust management of Inter RAO 
7,Russia wants to utilise its huge forest reserves in a very different way from what has been done so far 
7,Ruukki is restructuring commercial and industrial construction operations in pursuit of permanent improvements whilst adjusting operations to market conditions 
7,s already good position in the technical building services market in Ostrobothnia 
7,S Group s loyal customer magazine YhteishyvÆ came second with  readers and Sanoma Corporation s daily newspaper Helsingin Sanomat was third with  readers 
7,SCOPI Chief Business Excellence Officer  Eng 
7,Seppala transferred the sale to a greater extent than last year to February  and this is reflected on the January sales figures 
7,Stora Enso Oyj said Friday it will sell its North American unit to NewPage  in a deal valued at euro  billion US  million 
7,Subjectmatter of the invention furthermore is the use of the cyclone for separating partly molten particles  
7,Taking a cue from the playbook of the East Dillon Lions  we ve created a special team of heavyhitting style players  such as bootcut jeans  tummy tops and  of course  cowboy boots 
7,Tekla s defense business employs over  persons and is located in Espoo  Finland 
7,Tekla s software solutions make customers  core processes more effective in building and construction  energy distribution  infrastructure management and water supply 
10,Tekla will implement the renewal in software versions which will be introduced in spring  
7,Tekla will organize an information meeting for analysts and media at WTC Helsinki Marski meeting room  Aleksanterinkatu   the same day at    pm Light lunch will be served 
10,The aim is to convert the plants into flexible manufacturers of new and technologically demanding products 
7,The aim is to develop opensource application solutions 
7,The Annual General Meeting approved a dividend of EUR  per share  that is  a total of EUR  million 
7,The Annual General Meeting approved that the yearly remuneration for the members of the Board of Directors shall remain at EUR  for the Chairman of the Board  EUR  for the Deputy Chairman of the Board and EUR  for other members of the Board 
10,The annual Thesis contest is aimed to enhance the thesis quality and to strengthen the thesis culture in polytechnics 
7,The board machine  which will have a wire width of  m and a design speed of  mmin  will produce close to  tonnes of folding boxboard per day 
7,The board of directors also proposed that a dividend of EUR  per outstanding share be paid 
7,The change in holdings in accordance with Chapter   Section  of the Finnish Securities Markets Act is described below 
7,The company also appointed Leif Rosen head of the Special Plate unit which includes the quarto plate units in Degerfors  Sweden  and New Castle  USA  the unit in Willich  Germany  as well as Pressplate and Prefab in Avesta and Plate Service Centre Nordic in Degerfors 
7,The company designs  manufactures and markets advanced composite products for industrial applications and consumer goods such as crosscountry  alpine and Nordic Walking poles  floorball sticks and antenna radomes 
7,The company had earlier said that it was considering different strategic options for the struggling lowcost mobile operator  including a divestment of its holding 
7,The company had hoped the new plant would be on stream by the end of  
7,The company is owned by the State of Finland and the European Aeronautic Defense and Space Company EADS NV Tekla is an international software company that provides solutions for building and construction  energy distribution and municipalities 
7,The company pledged that the new software would render emails and other documents much as they appear on desktop computers 
10,The company s advantage in pricing can be seen in the significantly lower prices offered by the new unmanned stations 
7,The company said Offshore segment represented   of the total marine engines orders for the JulySeptember  period  Merchant    Special vessels    and Cruise and Ferry  and Ship Design    and    respectively 
7,The company said production volumes so far indicate the circuit is capable of the targeted output rate of  tonnes per day  or  million tonnes a year 
7,The company said that currently the French distribution unit Ragot is located in Loudeac  Normandy  the distribution unit Waterqueen and line supplier Tortue in Saint Marcel in midFrance and the hook manufacturing unit VMC and hook distribution unit VMC Europe in Morvillars 
7,The construction of a large woodworking facility in the Sheksna district of the Vologda Region  in northwest Russia  will begin in   and the plant will start production in  
7,The contract consists of a new building with an area of  sq m and renovation of the existing buildings 
7,The contractor of the shopping center  China State Construction Engineering Corporation  has previously built eg airports  hotels and factories for large international customers in different parts of the world 
7,The contracts awarded to date  in connection with the system  amount to a total EUR  million 
7,The corrected chapter is in its entirety below 
7,The deal  already approved by shareholders  will be carried out in the first half of  
10,The deal strengthens Ramirent s position especially in the industrial sector and in large investment projects 
7,The deal was worth about EUR  mn 
7,The device offers multimedia performance along with a host of productivity applications  including live stock prices 
7,The event can also be viewed as a live audio webcast at wwwahlstromcom 
7,The event can also be viewed as a live webcast at wwwcargoteccom 
7,The first charging stations will be made available already in  and a whole network is to be ready in  
7,The GeoSolutions team further provides an intriguing new technology combining GPS and Mobilebased technologies together with Internetbased social networking 
7,The investment will be worth approximately EUR mn 
7,The mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line 
7,The most important export markets are Norway  Germany  Russia and France 
10,The most loyal customers were found in the Bank of land  with an index of  
7,The new system  which will include  MC PDAs from Motorola  to be used by  Poundstretcher operatives across  shifts  will integrate in realtime with the company s existing Warehouse Management System  Aldata GOLD Stock  which went live in May  
7,The Nokia Music Store begins trading on Tuesday  selling singles and albums as well as live music streaming 
7,The number of customers is one of the most important parameters in determining the price of electricity networks 
7,The order was valued at over EURm 
7,The order was valued at USD  m
7,The order was worth EUR mn 
7,The organization that is a member of the Russian auto sector union MPRA has become active since Tikkurila acquired Russian paint company Kraski Teks in  
7,The outsourced Scan and Capture solutions transfer paper invoices into electronic format  and Basware Business Transactions Service allows the customer to receive and send invoices in an electronic format 
7,The parties have also agreed that LÆnnen Tehtaat has the right to sell the remaining shares in Suomen Rehu to HankkijaMaatalous  months after the purchase of the majority holding  at the earliest 
10,The pipeline is strong 
7,The potential acquirer is Cencorp Corporation which is a related entity to SAV owing to each of SAV and Cencorp being a subsidiary of the Finnish Savcor Group Oy 
7,The prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire Aspo shares to the amount determined by the Board in advance  in the maximum 
7,The record date for dividend distribution is March    
7,The Samsung Mobile Applications Store was launched in January  by Samsung Mobile Innovator  a program which enables mobile software developers to create applications for use across Samsung mobile devices 
7,The secondquarter net sales are expected to be on par with the first quarter of  
10,The service is intended to allow the people of thirteen Mediterranean countries to reach the Baltic more rapidly  with a single carrier 
7,The solid fuel is heated before sludge is mixed therein  
7,The study evaluated the safety  tolerability and pharmacokinetics of repeated doses of intravenously administered antibody in  patients with active plaque psoriasis 
7,The ten year rent contract with the right of prolongation on the existing terms  was signed between Stockmann and the owner of the shopping center in  
10,The terms of the financing were approved by the Annual General Meeting of the Company held on June    
7,The total donation amount is EUR  
7,The total investment necessary will be EURm  the company estimated 
7,The total project duration is three years and it is valued at some EUR  m
7,The total scope of the project is about  square metres and it is valued at a total of around EURm 
7,The transaction  which includes US  billion euro billion in cash  vendor notes and share purchases  is expected to be completed in the first quarter of   the FinnishSwedish paper maker said 
7,The upgraded factory is scheduled to come on stream in the summer of  
7,The uranium found locally is naturally occurring and it makes sense to extract it in the same way as we do with our other metals  
10,There are companies  which are ready to invest their own funds in this deal such as Rostelecom RTS  RTKM 
7,They are responsible for their own operations  customer relationships  and the development of these 
7,This allows devices such as mobile phones to become a few millimetres thinner 
7,This implementation is very important to the operator  since it is about to launch its FixedtoMobile convergence service in Brazil see Brazil   May   
10,This is the first time Finnair has been awarded an agreement with the UK government 
7,This organization will assume the responsibility for operations in Russia 
7,This PC application allows users to copy files and other data from their Nokia mobile device to their computer as well as create backup content 
7,Three students from Universiti Sains Malaysia have won a study trip to Helsinki 
7,Thus the group s balance sheet will have about EUR  million of goodwill  the company added 
7,Thus the group s balance sheet will have about EUR  m in goodwill for   the company added 
7,Timo Penttila has been appointed new manager responsible for the asset management of Nordea s institutional customers in Finland 
7,To achieve synergy targets related to the acquisition  Vaisala is consolidating its manufacturing  depot and data services  and finance activities currently located in Uniontown  Pennsylvania  St Louis  Missouri and Durham  North Carolina 
7,To raise consumer awareness and encourage people to recycle their old mobile devices Nokia runs regular recycling campaigns around the world 
7,To see more of New Haven Register  or to subscribe to the newspaper 
7,To showcase our endtoend capabilities at the Mobile World Congress  we arranged an internal MeeGo application development competition to entice developers to create new applications 
7,Today  we are connecting people in new and different ways  fusing advanced mobile technology with personalized services to enable people to stay close to what matters to them 
7,Together they generate Aspo s goodwill 
7,Trading in the new shares  which have right to dividends and other distributions of funds  will start on the exchange in Helsinki tomorrow 
7,UNC Charlotte would also deploy SSH Tectia Connector to enable secure application connectivity 
10,UPMKymmene has generated four consecutive quarters of positive Free Cash Flow 
10,UPMKymmene has generated seventeen consecutive quarters of positive Cash Flow from Operations 
10,UPMKymmene has generated thirtyone consecutive quarters of positive EBITDA 
7,UPMKymmene wwwupmkymmenecom produces magazine papers and newsprint  as well as fine and specialty papers  converting materials and wood products 
7,Wayne Greensmith  Fiskars Brands UK senior brand manager  said   We have launched this as we want to give something back to the community 
10,VDW combined with LXE devices enhances productivity  enabling workers to use a single device to perform voice  scanning and keyboard functions 
10,We can choose the most efficient  best overall value option for our customers already at the bidding stage 
7,We make available the following brandnew market analyses  Cement  UK Cement  Poland Cement  Belgium These analyses give a clear overview of the actual situation and future outlook of the cement industry in some European countries 
